Date and Hour,Solar,Wind
2021-02-22 03:00:00+01:00,0.0,6737.0
2021-12-02 05:00:00+01:00,1.0,6891.0
2020-09-01 23:00:00+02:00,0.0,2398.0
2022-12-13 22:00:00+01:00,1.0,3227.0
2021-08-08 03:00:00+02:00,2.0,5326.0
2021-04-18 13:00:00+02:00,3810.0,1782.0
2021-02-03 08:00:00+01:00,59.0,10232.0
2023-03-19 15:00:00+01:00,3488.0,4848.0
2022-11-03 22:00:00+01:00,1.0,11579.0
2021-09-05 07:00:00+02:00,57.0,386.0
2021-11-05 21:00:00+01:00,2.0,2311.0
2022-03-09 16:00:00+01:00,2032.0,4921.0
2023-05-09 05:00:00+02:00,1.0,2752.0
2020-08-21 03:00:00+02:00,0.0,6682.0
2021-01-12 20:00:00+01:00,0.0,5475.0
2020-02-21 03:00:00+01:00,0.0,4953.0
2022-12-14 05:00:00+01:00,1.0,1787.0
2021-10-26 14:00:00+02:00,3158.0,3003.0
2022-01-10 01:00:00+01:00,2.0,955.0
2020-04-23 13:00:00+02:00,2807.0,132.0
2020-07-10 02:00:00+02:00,0.0,3884.0
2021-09-28 05:00:00+02:00,2.0,1602.0
2020-06-29 09:00:00+02:00,1458.0,3505.0
2023-05-22 05:00:00+02:00,1.0,2454.0
2022-08-02 02:00:00+02:00,1.0,1261.0
2022-09-24 06:00:00+02:00,1.0,1100.0
2020-07-13 17:00:00+02:00,2740.0,1413.0
2023-05-07 07:00:00+02:00,273.0,953.0
2021-03-21 10:00:00+01:00,2954.0,3970.0
2020-11-08 00:00:00+01:00,0.0,4260.0
2022-08-09 06:00:00+02:00,8.0,5563.0
2023-04-14 19:00:00+02:00,386.0,7300.0
2021-12-11 10:00:00+01:00,1441.0,2748.0
2023-04-21 04:00:00+02:00,0.0,2778.0
2023-01-10 00:00:00+01:00,1.0,9435.0
2020-12-02 17:00:00+01:00,3.0,1691.0
2021-04-02 21:00:00+02:00,1.0,10885.0
2021-12-17 05:00:00+01:00,1.0,6684.0
2021-01-28 16:00:00+01:00,447.0,12116.0
2023-05-22 13:00:00+02:00,5133.0,1878.0
2021-10-06 18:00:00+02:00,693.0,5389.0
2022-06-10 20:00:00+02:00,407.0,1156.0
2020-06-07 10:00:00+02:00,2027.0,1284.0
2021-08-01 17:00:00+02:00,2763.0,3214.0
2023-04-29 08:00:00+02:00,716.0,1266.0
2021-12-25 10:00:00+01:00,803.0,914.0
2020-11-09 10:00:00+01:00,1582.0,1717.0
2020-07-22 20:00:00+02:00,244.0,1433.0
2022-07-19 20:00:00+02:00,373.0,4360.0
2021-04-22 11:00:00+02:00,4079.0,3509.0
2023-04-03 01:00:00+02:00,0.0,5759.0
2021-12-17 04:00:00+01:00,1.0,6887.0
2021-10-07 00:00:00+02:00,2.0,2125.0
2021-12-11 07:00:00+01:00,1.0,4619.0
2022-12-20 18:00:00+01:00,1.0,8478.0
2020-05-25 18:00:00+02:00,1846.0,2443.0
2020-05-07 04:00:00+02:00,0.0,2204.0
2021-08-19 15:00:00+02:00,3084.0,1828.0
2021-06-30 17:00:00+02:00,2706.0,2402.0
2023-04-14 01:00:00+02:00,1.0,4305.0
2021-02-25 13:00:00+01:00,3011.0,1503.0
2020-10-27 07:00:00+01:00,47.0,5819.0
2021-04-02 17:00:00+02:00,2436.0,10231.0
2022-06-29 21:00:00+02:00,44.0,1643.0
2021-01-08 05:00:00+01:00,0.0,1102.0
2020-10-09 05:00:00+02:00,0.0,2109.0
2021-09-06 11:00:00+02:00,4062.0,412.0
2022-10-07 12:00:00+02:00,4744.0,737.0
2020-06-03 08:00:00+02:00,1060.0,340.0
2021-03-23 15:00:00+01:00,3592.0,325.0
2021-08-18 07:00:00+02:00,92.0,1785.0
2020-08-04 17:00:00+02:00,2785.0,1722.0
2020-05-04 08:00:00+02:00,961.0,797.0
2022-08-07 13:00:00+02:00,6366.0,4521.0
2021-04-30 09:00:00+02:00,1171.0,830.0
2021-02-20 14:00:00+01:00,2408.0,11994.0
2021-04-03 14:00:00+02:00,4537.0,9717.0
2021-12-22 01:00:00+01:00,1.0,3006.0
2022-05-18 00:00:00+02:00,3.0,3667.0
2022-12-28 19:00:00+01:00,1.0,16171.0
2020-10-28 18:00:00+01:00,2.0,11627.0
2022-02-26 00:00:00+01:00,2.0,2365.0
2022-08-03 03:00:00+02:00,1.0,1007.0
2022-02-10 03:00:00+01:00,2.0,4364.0
2021-02-22 07:00:00+01:00,1.0,6128.0
2021-05-18 12:00:00+02:00,2811.0,2624.0
2023-06-18 16:00:00+02:00,4188.0,4181.0
2022-09-04 11:00:00+02:00,5092.0,1454.0
2020-11-20 17:00:00+01:00,22.0,1980.0
2020-12-12 05:00:00+01:00,0.0,4922.0
2022-03-06 11:00:00+01:00,3889.0,3983.0
2021-02-22 05:00:00+01:00,0.0,6051.0
2022-06-26 21:00:00+02:00,37.0,1316.0
2023-05-10 02:00:00+02:00,0.0,8166.0
2023-04-19 20:00:00+02:00,98.0,5776.0
2020-02-23 06:00:00+01:00,0.0,10926.0
2021-08-29 13:00:00+02:00,4288.0,2936.0
2022-01-30 00:00:00+01:00,2.0,5465.0
2021-10-29 07:00:00+02:00,2.0,12206.0
2020-11-29 10:00:00+01:00,1706.0,3043.0
2022-03-06 10:00:00+01:00,2979.0,3407.0
2021-11-22 01:00:00+01:00,2.0,6510.0
2023-02-28 22:00:00+01:00,2.0,7011.0
2022-12-07 08:00:00+01:00,112.0,2119.0
2020-06-23 23:00:00+02:00,1.0,5642.0
2022-11-02 07:00:00+01:00,58.0,5418.0
2023-02-20 00:00:00+01:00,1.0,3045.0
2023-04-15 19:00:00+02:00,766.0,9340.0
2022-12-20 17:00:00+01:00,5.0,8554.0
2022-01-27 22:00:00+01:00,2.0,3287.0
2021-07-10 21:00:00+02:00,42.0,1428.0
2020-05-14 04:00:00+02:00,0.0,6922.0
2022-09-12 04:00:00+02:00,1.0,3121.0
2020-02-29 11:00:00+01:00,863.0,12749.0
2020-06-16 22:00:00+02:00,0.0,1375.0
2023-06-11 17:00:00+02:00,3095.0,2316.0
2023-03-16 07:00:00+01:00,324.0,8289.0
2020-11-25 20:00:00+01:00,0.0,3486.0
2022-02-13 07:00:00+01:00,4.0,10110.0
2021-05-25 19:00:00+02:00,930.0,8398.0
2020-05-15 22:00:00+02:00,0.0,4491.0
2021-03-31 17:00:00+02:00,2392.0,882.0
2020-10-18 10:00:00+02:00,2004.0,654.0
2021-03-26 00:00:00+01:00,2.0,2804.0
2022-03-12 02:00:00+01:00,4.0,9470.0
2022-11-16 23:00:00+01:00,1.0,15350.0
2021-06-29 22:00:00+02:00,2.0,2089.0
2021-03-20 12:00:00+01:00,4161.0,4435.0
2021-01-15 17:00:00+01:00,46.0,3256.0
2021-07-21 13:00:00+02:00,4761.0,1328.0
2021-11-07 04:00:00+01:00,2.0,6308.0
2022-11-01 22:00:00+01:00,1.0,11744.0
2022-06-02 13:00:00+02:00,5254.0,1696.0
2020-12-08 03:00:00+01:00,0.0,3050.0
2020-08-02 16:00:00+02:00,2534.0,3175.0
2022-02-07 06:00:00+01:00,1.0,6777.0
2022-04-13 15:00:00+02:00,3121.0,517.0
2022-05-13 18:00:00+02:00,2553.0,1573.0
2021-12-20 08:00:00+01:00,49.0,3273.0
2020-06-21 02:00:00+02:00,0.0,2239.0
2021-02-25 02:00:00+01:00,0.0,5319.0
2022-08-01 13:00:00+02:00,5743.0,847.0
2021-12-31 12:00:00+01:00,3074.0,3478.0
2021-05-28 01:00:00+02:00,1.0,2721.0
2023-02-12 15:00:00+01:00,4191.0,1601.0
2023-01-29 22:00:00+01:00,1.0,4876.0
2022-11-26 20:00:00+01:00,1.0,6225.0
2023-02-01 05:00:00+01:00,0.0,7231.0
2021-12-23 22:00:00+01:00,1.0,7296.0
2020-07-18 15:00:00+02:00,3704.0,856.0
2020-08-19 19:00:00+02:00,579.0,3880.0
2022-10-10 20:00:00+02:00,3.0,2171.0
2020-08-27 14:00:00+02:00,3592.0,3242.0
2022-10-07 22:00:00+02:00,1.0,2509.0
2020-05-10 17:00:00+02:00,652.0,3370.0
2021-07-01 20:00:00+02:00,352.0,656.0
2021-04-17 11:00:00+02:00,3207.0,4658.0
2022-12-17 22:00:00+01:00,1.0,3516.0
2021-03-04 16:00:00+01:00,1274.0,1963.0
2021-08-16 17:00:00+02:00,2235.0,7291.0
2020-05-03 05:00:00+02:00,0.0,2065.0
2022-11-01 14:00:00+01:00,3313.0,12048.0
2020-06-02 04:00:00+02:00,0.0,1746.0
2020-09-19 17:00:00+02:00,903.0,2540.0
2020-11-13 16:00:00+01:00,402.0,3438.0
2022-11-20 21:00:00+01:00,1.0,9781.0
2022-02-06 02:00:00+01:00,2.0,13222.0
2023-06-03 03:00:00+02:00,0.0,6301.0
2022-05-21 08:00:00+02:00,1706.0,960.0
2020-01-18 20:00:00+01:00,0.0,3697.0
2023-03-22 18:00:00+01:00,195.0,11649.0
2021-08-28 22:00:00+02:00,4.0,4647.0
2023-03-23 13:00:00+01:00,3920.0,12611.0
2022-01-30 04:00:00+01:00,1.0,3499.0
2021-12-05 00:00:00+01:00,1.0,9598.0
2022-12-25 17:00:00+01:00,18.0,8828.0
2023-06-15 18:00:00+02:00,3239.0,2123.0
2020-10-25 11:00:00+01:00,1245.0,6971.0
2021-09-10 21:00:00+02:00,2.0,1844.0
2020-08-30 04:00:00+02:00,0.0,3249.0
2022-04-02 20:00:00+02:00,28.0,5642.0
2021-03-02 05:00:00+01:00,0.0,3744.0
2021-04-20 21:00:00+02:00,1.0,1319.0
2021-02-18 09:00:00+01:00,407.0,10852.0
2020-04-10 12:00:00+02:00,3839.0,923.0
2022-02-14 18:00:00+01:00,14.0,6552.0
2023-01-03 03:00:00+01:00,1.0,4721.0
2021-12-24 22:00:00+01:00,1.0,3073.0
2022-08-15 09:00:00+02:00,1957.0,2932.0
2022-08-27 04:00:00+02:00,1.0,2383.0
2021-09-28 23:00:00+02:00,2.0,5548.0
2020-04-17 10:00:00+02:00,1740.0,1659.0
2022-11-18 00:00:00+01:00,1.0,9243.0
2020-07-24 05:00:00+02:00,0.0,1699.0
2022-03-24 08:00:00+01:00,1860.0,1943.0
2021-01-31 08:00:00+01:00,62.0,2418.0
2022-05-16 23:00:00+02:00,1.0,844.0
2022-03-05 17:00:00+01:00,782.0,2701.0
2020-09-27 06:00:00+02:00,0.0,11633.0
2022-09-26 02:00:00+02:00,1.0,2053.0
2023-01-31 18:00:00+01:00,1.0,5544.0
2022-12-21 12:00:00+01:00,2055.0,8007.0
2023-05-13 01:00:00+02:00,1.0,4570.0
2021-02-03 14:00:00+01:00,1407.0,12379.0
2022-10-10 22:00:00+02:00,1.0,2539.0
2022-01-13 17:00:00+01:00,75.0,2262.0
2020-02-15 12:00:00+01:00,3087.0,8306.0
2020-01-27 00:00:00+01:00,0.0,8873.0
2023-04-11 13:00:00+02:00,5176.0,5610.0
2020-09-25 09:00:00+02:00,596.0,9395.0
2021-10-04 09:00:00+02:00,784.0,5068.0
2022-09-27 07:00:00+02:00,13.0,6578.0
2020-10-23 17:00:00+02:00,549.0,4394.0
2020-01-10 00:00:00+01:00,0.0,9681.0
2021-07-06 11:00:00+02:00,2122.0,9578.0
2021-01-18 18:00:00+01:00,2.0,4832.0
2022-08-24 15:00:00+02:00,5595.0,823.0
2020-06-29 16:00:00+02:00,3010.0,6999.0
2021-04-11 20:00:00+02:00,33.0,4302.0
2020-01-22 01:00:00+01:00,0.0,3111.0
2023-06-21 10:00:00+02:00,3392.0,328.0
2020-07-22 21:00:00+02:00,21.0,1955.0
2021-01-15 18:00:00+01:00,1.0,2951.0
2022-08-09 07:00:00+02:00,264.0,5279.0
2020-04-30 04:00:00+02:00,0.0,8508.0
2022-09-06 12:00:00+02:00,4888.0,2074.0
2021-09-23 12:00:00+02:00,4598.0,1032.0
2023-01-31 03:00:00+01:00,1.0,2607.0
2020-09-17 04:00:00+02:00,0.0,6044.0
2021-07-22 11:00:00+02:00,4173.0,1304.0
2020-04-12 06:00:00+02:00,0.0,927.0
2020-10-13 00:00:00+02:00,0.0,2857.0
2021-04-20 09:00:00+02:00,1787.0,263.0
2022-01-01 10:00:00+01:00,1631.0,5180.0
2022-02-11 03:00:00+01:00,2.0,4319.0
2022-03-07 08:00:00+01:00,1129.0,6132.0
2021-11-22 13:00:00+01:00,1861.0,10225.0
2022-04-11 15:00:00+02:00,4479.0,7705.0
2022-09-04 23:00:00+02:00,1.0,5594.0
2021-10-28 10:00:00+02:00,2176.0,5018.0
2022-10-25 19:00:00+02:00,2.0,5773.0
2023-01-04 07:00:00+01:00,1.0,14905.0
2022-01-05 04:00:00+01:00,1.0,7447.0
2021-11-02 04:00:00+01:00,2.0,4743.0
2023-01-26 10:00:00+01:00,1250.0,3949.0
2022-06-01 19:00:00+02:00,1281.0,1426.0
2020-04-01 17:00:00+02:00,1766.0,2116.0
2021-12-22 02:00:00+01:00,1.0,3138.0
2022-05-25 02:00:00+02:00,1.0,2313.0
2023-01-31 02:00:00+01:00,1.0,2276.0
2022-06-05 08:00:00+02:00,1069.0,1786.0
2021-10-04 21:00:00+02:00,3.0,6011.0
2023-03-08 12:00:00+01:00,2545.0,13345.0
2023-05-28 19:00:00+02:00,1259.0,7077.0
2021-06-15 12:00:00+02:00,4611.0,205.0
2023-05-04 02:00:00+02:00,1.0,9615.0
2023-02-03 14:00:00+01:00,4032.0,6596.0
2023-06-20 18:00:00+02:00,1965.0,3711.0
2022-05-30 12:00:00+02:00,5407.0,650.0
2020-12-14 19:00:00+01:00,0.0,6588.0
2022-01-11 21:00:00+01:00,2.0,2312.0
2022-10-01 04:00:00+02:00,1.0,13649.0
2020-08-31 12:00:00+02:00,3083.0,1659.0
2020-07-12 17:00:00+02:00,2491.0,2237.0
2021-10-04 19:00:00+02:00,39.0,4474.0
2022-05-23 16:00:00+02:00,3110.0,8454.0
2023-05-12 02:00:00+02:00,0.0,2763.0
2023-03-30 16:00:00+02:00,4278.0,12740.0
2020-10-25 20:00:00+01:00,0.0,5234.0
2023-06-27 06:00:00+02:00,122.0,2119.0
2021-01-09 14:00:00+01:00,1226.0,5291.0
2020-06-22 19:00:00+02:00,1045.0,975.0
2021-04-07 13:00:00+02:00,4524.0,5903.0
2020-05-29 10:00:00+02:00,2883.0,2466.0
2022-08-02 12:00:00+02:00,5917.0,716.0
2023-05-07 21:00:00+02:00,2.0,1706.0
2021-04-06 14:00:00+02:00,4087.0,6563.0
2020-09-14 01:00:00+02:00,0.0,2910.0
2022-06-17 01:00:00+02:00,3.0,2867.0
2023-04-09 16:00:00+02:00,5739.0,832.0
2022-12-23 17:00:00+01:00,6.0,14171.0
2022-02-03 01:00:00+01:00,2.0,2201.0
2020-04-21 17:00:00+02:00,735.0,4618.0
2023-03-06 14:00:00+01:00,3665.0,2748.0
2021-09-12 14:00:00+02:00,4617.0,88.0
2020-04-15 15:00:00+02:00,3351.0,3886.0
2022-03-12 11:00:00+01:00,2335.0,5392.0
2021-04-01 04:00:00+02:00,1.0,1806.0
2022-07-30 21:00:00+02:00,19.0,1883.0
2022-07-31 11:00:00+02:00,5216.0,2001.0
2023-06-09 17:00:00+02:00,2668.0,2601.0
2023-01-10 14:00:00+01:00,2404.0,13279.0
2023-02-11 12:00:00+01:00,5535.0,975.0
2020-01-27 20:00:00+01:00,0.0,11991.0
2022-08-19 15:00:00+02:00,4301.0,4323.0
2022-01-31 04:00:00+01:00,1.0,11999.0
2021-03-21 03:00:00+01:00,1.0,3120.0
2021-04-05 16:00:00+02:00,3226.0,8773.0
2020-05-24 06:00:00+02:00,33.0,2902.0
2023-04-27 01:00:00+02:00,0.0,1468.0
2020-01-23 10:00:00+01:00,412.0,4595.0
2021-10-11 09:00:00+02:00,1277.0,2231.0
2021-02-23 03:00:00+01:00,0.0,6352.0
2020-06-29 18:00:00+02:00,1869.0,7088.0
2022-04-26 08:00:00+02:00,1249.0,1778.0
2020-11-26 22:00:00+01:00,0.0,1751.0
2020-10-29 00:00:00+01:00,0.0,10635.0
2020-05-22 19:00:00+02:00,736.0,3185.0
2023-01-01 21:00:00+01:00,1.0,13273.0
2021-10-31 22:00:00+01:00,2.0,8732.0
2021-09-01 13:00:00+02:00,4521.0,5850.0
2021-08-18 14:00:00+02:00,3089.0,2215.0
2021-06-07 21:00:00+02:00,35.0,1226.0
2020-08-19 13:00:00+02:00,3465.0,4140.0
2020-09-04 15:00:00+02:00,3573.0,1353.0
2022-04-22 16:00:00+02:00,4055.0,2746.0
2022-07-13 10:00:00+02:00,4405.0,227.0
2023-04-20 02:00:00+02:00,0.0,9405.0
2022-12-17 19:00:00+01:00,2.0,3593.0
2020-01-22 12:00:00+01:00,995.0,3019.0
2021-11-26 14:00:00+01:00,1421.0,10872.0
2022-08-01 07:00:00+02:00,286.0,716.0
2020-05-30 02:00:00+02:00,0.0,4658.0
2022-05-30 05:00:00+02:00,1.0,3391.0
2021-07-01 15:00:00+02:00,3662.0,1279.0
2020-04-03 15:00:00+02:00,3383.0,1313.0
2022-01-08 09:00:00+01:00,408.0,8482.0
2023-04-17 12:00:00+02:00,5803.0,3842.0
2022-06-18 13:00:00+02:00,5913.0,1727.0
2021-11-03 19:00:00+01:00,3.0,3085.0
2023-01-11 17:00:00+01:00,50.0,12973.0
2022-10-03 20:00:00+02:00,1.0,1413.0
2022-05-04 07:00:00+02:00,299.0,1346.0
2021-06-19 22:00:00+02:00,1.0,3508.0
2023-01-02 17:00:00+01:00,15.0,4504.0
2022-02-27 08:00:00+01:00,788.0,7652.0
2023-02-02 17:00:00+01:00,340.0,6471.0
2020-06-26 21:00:00+02:00,41.0,2349.0
2021-08-16 18:00:00+02:00,1461.0,6421.0
2020-06-09 12:00:00+02:00,2554.0,2424.0
2023-06-11 04:00:00+02:00,0.0,1736.0
2022-02-09 01:00:00+01:00,2.0,2522.0
2021-10-11 01:00:00+02:00,2.0,3503.0
2023-01-13 20:00:00+01:00,1.0,10047.0
2021-06-28 21:00:00+02:00,22.0,2004.0
2021-12-06 11:00:00+01:00,1855.0,2860.0
2021-02-26 17:00:00+01:00,455.0,3468.0
2020-09-13 05:00:00+02:00,0.0,1014.0
2021-12-11 22:00:00+01:00,1.0,4937.0
2021-04-26 04:00:00+02:00,1.0,8695.0
2020-11-13 04:00:00+01:00,0.0,5344.0
2021-02-08 17:00:00+01:00,126.0,1630.0
2022-06-29 04:00:00+02:00,1.0,1082.0
2023-01-01 13:00:00+01:00,1741.0,7865.0
2022-04-23 21:00:00+02:00,1.0,5149.0
2021-10-09 19:00:00+02:00,21.0,2394.0
2023-01-03 04:00:00+01:00,1.0,4843.0
2022-12-17 20:00:00+01:00,2.0,3476.0
2022-05-18 14:00:00+02:00,5806.0,826.0
2022-12-16 06:00:00+01:00,1.0,5502.0
2021-12-23 15:00:00+01:00,843.0,5177.0
2023-01-26 22:00:00+01:00,1.0,6409.0
2020-06-25 03:00:00+02:00,0.0,3734.0
2022-08-16 03:00:00+02:00,1.0,653.0
2020-09-29 19:00:00+02:00,56.0,674.0
2020-07-07 21:00:00+02:00,41.0,1676.0
2021-08-20 07:00:00+02:00,128.0,512.0
2020-11-29 20:00:00+01:00,0.0,2726.0
2021-10-26 05:00:00+02:00,2.0,2534.0
2020-06-06 21:00:00+02:00,27.0,4446.0
2020-10-25 17:00:00+01:00,47.0,5180.0
2022-01-31 20:00:00+01:00,2.0,9811.0
2020-07-13 04:00:00+02:00,0.0,3403.0
2022-09-18 03:00:00+02:00,1.0,2604.0
2021-02-20 13:00:00+01:00,2552.0,11626.0
2020-04-01 01:00:00+02:00,0.0,6293.0
2021-01-29 23:00:00+01:00,0.0,7451.0
2021-11-02 23:00:00+01:00,2.0,2724.0
2021-11-29 03:00:00+01:00,2.0,3503.0
2022-06-08 23:00:00+02:00,1.0,6511.0
2020-08-14 05:00:00+02:00,0.0,1975.0
2022-09-10 08:00:00+02:00,692.0,4346.0
2021-03-10 21:00:00+01:00,3.0,12605.0
2022-01-26 08:00:00+01:00,93.0,637.0
2022-08-19 03:00:00+02:00,3.0,3341.0
2020-04-02 19:00:00+02:00,357.0,2795.0
2021-10-30 05:00:00+02:00,2.0,9259.0
2020-10-20 20:00:00+02:00,0.0,9175.0
2023-06-01 13:00:00+02:00,5931.0,3499.0
2023-02-14 14:00:00+01:00,5080.0,1221.0
2020-09-28 17:00:00+02:00,1464.0,4279.0
2020-12-09 17:00:00+01:00,2.0,2320.0
2022-07-24 21:00:00+02:00,23.0,1149.0
2021-04-26 15:00:00+02:00,1891.0,7159.0
2020-08-04 21:00:00+02:00,10.0,1295.0
2021-03-23 13:00:00+01:00,4369.0,395.0
2023-01-26 21:00:00+01:00,1.0,6941.0
2020-09-15 18:00:00+02:00,932.0,526.0
2021-08-21 03:00:00+02:00,1.0,1364.0
2020-11-10 11:00:00+01:00,1866.0,381.0
2020-07-08 14:00:00+02:00,3885.0,3240.0
2023-01-19 12:00:00+01:00,2068.0,2167.0
2021-11-16 17:00:00+01:00,5.0,968.0
2023-05-04 05:00:00+02:00,1.0,8890.0
2020-06-09 00:00:00+02:00,0.0,3839.0
2020-06-07 02:00:00+02:00,0.0,3235.0
2020-10-08 03:00:00+02:00,0.0,6386.0
2023-05-14 13:00:00+02:00,5595.0,1991.0
2022-09-01 15:00:00+02:00,4933.0,1139.0
2021-01-07 13:00:00+01:00,1837.0,648.0
2020-12-29 08:00:00+01:00,19.0,4269.0
2022-01-15 02:00:00+01:00,2.0,956.0
2020-04-24 20:00:00+02:00,58.0,1470.0
2022-08-30 11:00:00+02:00,4046.0,970.0
2022-06-04 08:00:00+02:00,1296.0,1843.0
2020-11-02 12:00:00+01:00,1994.0,11365.0
